::ffff:127.0.0.1 - - [04/Sep/2022:00:02:28 +0000] "GET /sssss HTTP/1.0" 404 144 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.106 Safari/537.36"
::1 - - [04/Sep/2022:17:18:55 +0000] "GET /api/v1/users/6260f3da03f3517fd5f307f2 HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [04/Sep/2022:17:18:55 +0000] "GET /api/v1/works?limit=100 HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [04/Sep/2022:17:21:44 +0000] "GET /api/v1/users/6260f3da03f3517fd5f307f2 HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [04/Sep/2022:17:21:47 +0000] "GET /api/v1/users/6260f3da03f3517fd5f307f2 HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [04/Sep/2022:17:21:47 +0000] "GET /api/v1/coins/6242b7d81aaad439817a4c68 HTTP/1.0" 200 12787 "-" "Career%20developer/1.0.9 CFNetwork/1335.0.3 Darwin/21.6.0"
::ffff:127.0.0.1 - - [04/Sep/2022:17:22:03 +0000] "GET /api/v1/users/6260f3da03f3517fd5f307f2 HTTP/1.0" 304 - "-" "Career%20developer/1.0.9 CFNetwork/1335.0.3 Darwin/21.6.0"
::1 - - [04/Sep/2022:17:29:33 +0000] "GET /api/v1/articles?limit=3&sort=-createdAt HTTP/1.0" 304 - "https://www.icareer.mn/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/19G71 [FBAN/FBIOS;FBAV/382.1.0.28.104;FBBV/394724007;FBDV/iPhone14,2;FBMD/iPhone;FBSN/iOS;FBSV/15.6;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/395365511]"
::ffff:127.0.0.1 - - [04/Sep/2022:17:31:11 +0000] "GET /api/v1/articles?limit=6&sort=-createdAt&page=1 HTTP/1.0" 200 44464 "https://www.icareer.mn/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/19G71 [FBAN/FBIOS;FBAV/382.1.0.28.104;FBBV/394724007;FBDV/iPhone14,2;FBMD/iPhone;FBSN/iOS;FBSV/15.6;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5;FBRV/395365511]"
::ffff:127.0.0.1 - - [04/Sep/2022:18:02:49 +0000] "GET /remote/fgt_lang?lang=/../../../..//////////dev/cmdb/sslvpn_websession HTTP/1.0" 404 154 "-" "Python-urllib/3.8"
::1 - - [04/Sep/2022:18:08:15 +0000] "GET /favicon.ico HTTP/1.0" 404 150 "-" "Go-http-client/1.1"
::1 - - [04/Sep/2022:22:16:25 +0000] "GET /robots.txt HTTP/1.0" 404 149 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
::ffff:127.0.0.1 - - [04/Sep/2022:22:17:23 +0000] "GET /admin/ HTTP/1.0" 404 145 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
::1 - - [04/Sep/2022:22:17:33 +0000] "GET /actuator/gateway/routes HTTP/1.0" 404 162 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
